a,b,zip_code,d,name,f,canton,h,I,j,k,l,m
574,20,1352,0,Agiez,Agiez,VD,2,,0,7240,5742,20030201
575,20,1353,0,Bofflens,Bofflens,VD,2,,1,7240,5747,20130201
576,20,1354,0,Montcherand,Montcherand,VD,2,,0,7240,5756,20090601
577,20,1355,0,L'Abergement,L'Abergement,VD,2,,0,7240,5741,20130201
578,20,1356,0,Les Clées,Les Clées,VD,2,,0,7240,5750,19990309
579,20,1357,0,Lignerolle,Lignerolle,VD,2,,0,7240,5755,19931123
580,20,1358,0,Valeyres-Rances,Valeyres-sous-Rances,VD,2,,0,7240,5763,20020201
581,20,1439,0,Rances,Rances,VD,2,,0,6257,5760,20020201
583,10,1373,0,Chavornay,Chavornay,VD,2,,1,7240,5749,19930216
587,20,1372,0,Bavois,Bavois,VD,2,,0,7240,5746,20090401
588,20,1374,0,Corcelles-Chavorn,Corcelles-sur-Chavornay,VD,2,,0,7240,5751,20060601
589,20,1375,0,Penthéréaz,Penthéréaz,VD,2,,0,7670,5531,20040201
590,10,1376,0,Goumoens-la-Ville,Goumoens-la-Ville,VD,2,,0,7670,5541,19890601
592,20,1400,0,Yverdon-les-Bains,Yverdon-les-Bains,VD,2,,1,6257,5938,19921211
593,80,1400,1,Yverdon 1,Yverdon-les-Bains 1,VD,2,,0,593,5938,20080101
594,30,1400,2,Yverdon 2,Yverdon 2,VD,2,,0,594,5938,19951218
595,30,1401,0,Yverdon-les-Bains,Yverdon-les-Bains,VD,2,,0,595,5938,19860521
607,20,1417,0,Essertines-Yverdon,Essertines-sur-Yverdon,VD,2,,0,6257,5520,20051101
608,20,1416,0,Pailly,Pailly,VD,2,,0,6257,5530,20000527
609,10,1418,0,Vuarrens,Vuarrens,VD,2,,0,6257,5539,19880529
610,20,1420,0,Fiez,Fiez,VD,2,,0,6257,5556,20011201
611,20,1421,0,Fontaines-Grandson,Fontaines-sur-Grandson,VD,2,,0,6257,5557,19950911
612,10,1423,0,Villars-Burquin,Villars-Burquin,VD,2,,0,6257,5571,20090401
613,20,1453,2,Mauborget,Mauborget,VD,2,,0,8092,5562,19890529
614,20,1429,0,Giez,Giez,VD,2,,0,6257,5559,20020701
615,20,1430,0,Orges,Orges,VD,2,,0,6257,5924,20020701
616,20,1431,0,Vugelles-La Mothe,Vugelles-La Mothe,VD,2,,0,6257,5937,19940920
617,20,1405,0,Pomy,Pomy,VD,2,,0,6257,5926,20121001
618,20,1406,0,Cronay,Cronay,VD,2,,0,6257,5910,19980818
619,10,1407,0,Donneloye,Donneloye,VD,2,,0,6257,5913,19890601
620,20,1408,0,Prahins,Prahins,VD,2,,0,6257,5913,20020301
621,20,1409,0,Chanéaz,Chanéaz,VD,2,,0,6257,5693,20060101
622,20,1412,0,Valeyres-Ursins,Valeyres-sous-Ursins,VD,2,,0,6257,5934,20051001
623,20,1413,0,Orzens,Orzens,VD,2,,0,6257,5925,19930518
624,20,1046,0,Rueyres,Rueyres,VD,2,,0,183,5534,20090401
625,20,1404,0,Cuarny,Cuarny,VD,2,,0,6257,5911,20031101
626,20,1427,0,Bonvillars,Bonvillars,VD,2,,0,6257,5551,20031001
627,10,1424,0,Champagne,Champagne,VD,2,,0,6257,5553,19880529
629,20,1431,2,Novalles,Novalles,VD,2,,0,6257,5564,19940920
630,20,1423,2,Fontanezier,Fontanezier,VD,2,,0,6257,5571,19890606
632,20,1415,0,Molondin,Molondin,VD,2,,0,6257,5921,20031001
633,20,1422,0,Grandson,Grandson,VD,2,,1,6257,5561,19961105
634,30,1422,1,Grandson 1,Grandson 1,VD,2,,0,634,5561,19960806
635,30,1422,2,Grandson 2,Grandson 2,VD,2,,0,635,5561,19961105
636,10,1425,0,Onnens VD,Onnens VD,VD,2,,0,6257,5565,19860521
637,10,1426,0,Concise,Concise,VD,2,,0,6257,5554,19860521
638,20,1426,1,Corcelles-Concise,Corcelles-près-Concise,VD,2,,0,6257,5555,19960610
643,20,1432,0,Belmont-Yverdon,Belmont-sur-Yverdon,VD,2,,0,6257,5902,20030701
644,10,1433,0,Suchy,Suchy,VD,2,,0,6257,5929,19981030
645,20,1434,0,Ependes VD,Ependes VD,VD,2,,0,6257,5914,20100901
646,20,1435,0,Essert-Pittet,Essert-Pittet,VD,2,,0,6257,5915,20040201
648,20,1436,0,Treycovagnes,Treycovagnes,VD,2,,0,6257,5931,20031101
649,20,1437,0,Suscévaz,Suscévaz,VD,2,,0,6257,5930,20000201
650,10,1438,0,Mathod,Mathod,VD,2,,0,6257,5919,19860521
654,20,1441,0,Valeyres-Montagny,Valeyres-sous-Montagny,VD,2,,0,6257,5933,20121101
655,20,1442,0,Montagny-Yverdon,Montagny-près-Yverdon,VD,2,,1,6257,5922,20010524
656,20,1443,0,Champvent,Champvent,VD,2,,0,6257,5905,20060401
658,10,1445,0,Vuiteboeuf,Vuiteboeuf,VD,2,,0,6257,5766,19860521
659,10,1446,0,Baulmes,Baulmes,VD,2,,0,6257,5745,19860521
660,10,1450,0,Ste-Croix,Ste-Croix,VD,2,,1,8092,5568,19970221
663,20,1450,2,La Sagne VD,La Sagne (Ste-Croix),VD,2,,0,8092,5568,19881201
664,10,1454,0,L'Auberson,L'Auberson,VD,2,,0,8092,5568,19880529
665,20,1452,0,Les Rasses,Les Rasses,VD,2,,0,8092,5552,20020901
666,20,1453,0,Bullet,Bullet,VD,2,,0,8092,5552,20070801
667,20,1450,3,Le Château-Croix,Le Château-de-Ste-Croix,VD,2,,1,8092,5568,20090401
669,10,1462,0,Yvonand,Yvonand,VD,2,,1,6257,5939,19930826
672,20,1463,0,Rovray,Rovray,VD,2,,0,6257,5928,19931227
673,20,1464,0,Chavannes-le-Chêne,Chavannes-le-Chêne,VD,2,,0,6257,5907,20110301
674,20,1464,2,Chêne-Pâquier,Chêne-Pâquier,VD,2,,0,6257,5908,19890606
675,10,1468,0,Cheyres,Cheyres,FR,2,,0,7659,2010,19960904
680,10,1470,0,Estavayer-le-Lac,Estavayer-le-Lac,FR,2,,1,7659,2015,19960904
681,20,1473,0,Font,Font,FR,2,,0,7659,2015,20030701
682,20,1474,0,Châbles FR,Châbles FR,FR,2,,0,7659,2005,20061201
691,10,1483,0,Montet (Broye),Montet (Broye),FR,2,,0,7402,2050,19960904
692,10,1482,0,Cugy FR,Cugy FR,FR,2,,0,7402,2011,19960904
693,20,1541,0,Bussy FR,Bussy FR,FR,2,,0,7402,2004,20110901
694,20,1484,0,Aumont,Aumont,FR,2,,0,7402,2050,20030701
695,20,1485,0,Nuvilly,Nuvilly,FR,2,,0,7402,2035,20010906
696,20,1486,0,Vuissens,Vuissens,FR,2,,0,6257,2049,20000201
697,20,1537,0,Champtauroz,Champtauroz,VD,2,,0,729,5812,20010906
698,20,1538,0,Treytorrens-Payern,Treytorrens (Payerne),VD,2,,0,729,5828,20010906
699,20,1489,0,Murist,Murist,FR,2,,0,7659,2034,20110501
700,10,1510,0,Moudon,Moudon,VD,2,,1,7661,5678,19880901
705,20,1512,0,Chavannes-s-Moudon,Chavannes-sur-Moudon,VD,2,,0,7661,5665,19930928
706,20,1513,0,Hermenches,Hermenches,VD,2,,0,7661,5673,19960919
707,20,1514,0,Bussy-sur-Moudon,Bussy-sur-Moudon,VD,2,,0,7661,5663,20000401
708,20,1522,9,Oulens-sur-Lucens,Oulens-sur-Lucens,VD,2,,1,7661,5675,19991122
709,20,1515,0,Villars-le-Comte,Villars-le-Comte,VD,2,,0,7661,5690,20110501
710,20,1515,1,Neyruz-sur-Moudon,Neyruz-sur-Moudon,VD,2,,0,7661,5693,19940726
711,20,1410,3,Denezy,Denezy,VD,2,,0,6257,5693,20020701
712,10,1522,0,Lucens,Lucens,VD,2,,1,7661,5675,19881201
713,20,1521,0,Curtilles,Curtilles,VD,2,,1,7661,5669,20010701
715,10,1523,0,Granges-Marnand,Granges-près-Marnand,VD,2,,0,715,5831,19960904
716,20,1527,0,Villeneuve FR,Villeneuve FR,FR,2,,0,715,2047,20010701
717,20,1528,0,Surpierre,Surpierre,FR,2,,0,715,2044,20111001
718,20,1529,0,Cheiry,Cheiry,FR,2,,0,715,2009,20021001
720,10,1530,0,Payerne,Payerne,VD,2,,1,7402,5822,19960904
726,20,1532,0,Fétigny,Fétigny,FR,2,,0,7402,2016,20051101
727,20,1533,0,Ménières,Ménières,FR,2,,0,715,2027,20021001
728,20,1534,0,Sassel,Sassel,VD,2,,0,715,5831,20011101
729,10,1536,0,Combremont-Petit,Combremont-le-Petit,VD,2,,0,729,5831,19960904
730,20,1526,0,Forel-sur-Lucens,Forel-sur-Lucens,VD,2,,0,7661,5672,20021101
731,20,1526,2,Cremin,Cremin,VD,2,,0,7661,5668,19881201
732,20,1542,0,Rueyres-les-Prés,Rueyres-les-Prés,FR,2,,0,7402,2039,20030901
733,10,1543,0,Grandcour,Grandcour,VD,2,,1,7402,5817,20040501
734,10,1544,0,Gletterens,Gletterens,FR,2,,0,7402,2022,19960904
735,20,1545,0,Chevroux,Chevroux,VD,2,,0,7402,5813,20020201
736,20,1551,0,Vers-chez-Perrin,Vers-chez-Perrin,VD,2,,0,7402,5822,20030401
737,20,1552,0,Trey,Trey,VD,2,,0,7402,5827,20030401
738,10,1553,0,Châtonnaye,Châtonnaye,FR,2,,0,738,2068,19960904
739,20,1554,0,Sédeilles,Sédeilles,VD,2,,0,738,5830,20050301
740,20,1555,0,Villarzel,Villarzel,VD,2,,0,738,5830,19960904
741,20,1682,4,Villars-Bramard,Villars-Bramard,VD,2,,0,7663,5831,20020201
742,20,1682,3,Dompierre VD,Dompierre VD,VD,2,,0,7663,5671,20010103
743,20,1535,0,Combremont-Grand,Combremont-le-Grand,VD,2,,0,729,5831,20001001
744,10,1562,0,Corcelles-Payerne,Corcelles-près-Payerne,VD,2,,1,7402,5816,20040501
745,20,1563,0,Dompierre FR,Dompierre FR,FR,2,,1,7402,2014,20010701
746,10,1564,0,Domdidier,Domdidier,FR,2,,1,7660,2013,19960904
751,20,1565,0,Missy,Missy,VD,2,,1,7660,5821,20050601
752,20,1475,0,Autavaux,Autavaux,FR,2,,0,7659,2052,20020901
753,20,1567,0,Delley,Delley,FR,2,,0,770,2051,20051101
754,10,1568,0,Portalban,Portalban,FR,2,,0,770,2051,19960904
755,10,1566,0,St-Aubin FR,St-Aubin FR,FR,2,,1,7660,2041,20050601
757,10,1580,0,Avenches,Avenches,VD,2,,1,7660,5451,19960904
759,20,1583,0,Villarepos,Villarepos,FR,2,,0,7660,2279,20040401
763,20,1584,0,Villars-le-Grand,Villars-le-Grand,VD,2,,0,7660,5464,20021201
764,10,1585,0,Salavaux,Salavaux,VD,2,,0,764,5464,19960904
765,20,1586,0,Vallamand,Vallamand,VD,2,,0,764,5464,20060401
766,20,1587,0,Montmagny,Montmagny,VD,2,,0,764,5464,20010801
767,20,1589,0,Chabrey,Chabrey,VD,2,,0,770,5464,19960919
768,20,1587,1,Constantine,Constantine,VD,2,,0,764,5464,20010801
770,10,1588,0,Cudrefin,Cudrefin,VD,2,,0,770,5456,19960904
772,10,1595,0,Faoug,Faoug,VD,2,1,1,7660,5458,20040701
778,10,1607,1,Palézieux-Village,Palézieux-Village,VD,2,,0,8365,5805,19990809
779,20,1610,1,Châtillens,Châtillens,VD,2,,0,8365,5805,20090501
780,20,1673,4,Ecublens FR,Ecublens FR,FR,2,,0,862,2072,20020101
781,20,1525,0,Henniez,Henniez,VD,2,,0,715,5819,20100301
782,20,1524,0,Marnand,Marnand,VD,2,,0,715,5831,20010401
783,10,1090,0,La Croix (Lutry),La Croix (Lutry),VD,2,,1,7649,5606,20040501
784,10,1091,0,Grandvaux,Grandvaux,VD,2,,1,784,5613,20000501
785,20,1091,1,Aran,Aran,VD,2,,1,784,5613,20000501
786,10,1070,0,Puidoux,Puidoux,VD,2,,1,8356,5607,20120201
788,10,1071,0,Chexbres,Chexbres,VD,2,,1,8356,5601,20000501
789,10,1072,0,Forel (Lavaux),Forel (Lavaux),VD,2,,0,789,5604,20000501
790,10,1607,0,Palézieux,Palézieux,VD,2,,0,8365,5805,20050815
791,20,1614,0,Granges (Veveyse),Granges (Veveyse),FR,2,,0,792,2328,20040501
792,10,1615,0,Bossonnens,Bossonnens,FR,2,,1,792,2323,20101001
793,10,1616,0,Attalens,Attalens,FR,2,,1,8038,2321,20101001
794,10,1617,0,Remaufens,Remaufens,FR,2,,0,8038,2333,19860521
795,10,1618,0,Châtel-St-Denis,Châtel-St-Denis,FR,2,,1,8038,2325,19910327
797,20,1619,0,Les Paccots,Les Paccots,FR,2,,0,8038,2325,20090401
798,10,1623,0,Semsales,Semsales,FR,2,,0,798,2336,19960903
800,20,1624,0,La Verrerie,La Verrerie,FR,2,,0,798,2338,20020112
801,10,1627,0,Vaulruz,Vaulruz,FR,2,,0,7403,2155,19960903
802,10,1628,0,Vuadens,Vuadens,FR,2,,1,7403,2160,19990823
803,20,1630,0,Bulle,Bulle,FR,2,,1,7403,2125,19961216
807,20,1633,2,Vuippens,Vuippens,FR,2,,0,828,2140,20030901
808,10,1642,0,Sorens,Sorens,FR,2,,1,828,2153,20121101
809,20,1643,0,Gumefens,Gumefens,FR,2,,1,828,2122,20121101
810,10,1644,0,Avry-devant-Pont,Avry-devant-Pont,FR,2,,1,828,2122,20121101
811,20,1645,0,Le Bry,Le Bry,FR,2,,1,828,2122,20121101
812,20,1646,0,Echarlens,Echarlens,FR,2,,0,7403,2131,20000301
813,20,1647,0,Corbières,Corbières,FR,2,,0,829,2129,20010813
814,20,1648,0,Hauteville,Hauteville,FR,2,,0,829,2137,20100701
816,20,1656,1,Im Fang,Im Fang,FR,1,,0,833,2138,20000601
817,10,1656,0,Jaun,Jaun,FR,1,,0,833,2138,19960903
818,20,1657,0,Abländschen,Abländschen,BE,1,,0,833,843,20010608
819,20,1654,0,Cerniat FR,Cerniat FR,FR,2,,0,833,2126,20100601
820,20,1651,0,Villarvolard,Villarvolard,FR,2,,0,832,2129,20021101
821,20,1652,0,Botterens,Botterens,FR,2,,0,832,2123,20021101
822,20,1638,0,Morlon,Morlon,FR,2,,0,7403,2143,20030201
823,20,1663,4,Moléson-s-Gruyères,Moléson-sur-Gruyères,FR,2,,0,842,2135,20020501
827,10,1632,0,Riaz,Riaz,FR,2,,1,7403,2148,19990823
828,10,1633,0,Marsens,Marsens,FR,2,,1,828,2140,20100301
829,10,1634,0,La Roche FR,La Roche FR,FR,2,,1,829,2149,20100601
830,20,1649,0,Pont-la-Ville,Pont-la-Ville,FR,2,,0,829,2147,20040101
831,10,1635,0,La Tour-de-Trême,La Tour-de-Trême,FR,2,,1,7403,2125,19990315
832,10,1636,0,Broc,Broc,FR,2,,1,832,2124,19960903
833,10,1637,0,Charmey (Gruyère),Charmey (Gruyère),FR,2,,1,833,2127,20080301
836,10,1661,0,Pâquier-Montbarry,Le Pâquier-Montbarry,FR,2,,0,9026,2145,19960903
837,20,1663,2,Pringy,Pringy,FR,2,,0,842,2135,20090401
838,20,1665,0,Estavannens,Estavannens,FR,2,,0,9026,2162,20010906
839,20,1667,0,Enney,Enney,FR,2,,0,9026,2162,20020201
840,20,1669,4,Neirivue,Neirivue,FR,2,,0,841,2121,20020201
841,10,1669,0,Albeuve,Albeuve,FR,2,,0,841,2121,19960903
842,10,1663,0,Gruyères,Gruyères,FR,2,,0,842,2135,20090401
843,10,1663,3,Epagny,Epagny,FR,2,,0,842,2135,20020501
845,10,1666,0,Grandvillard,Grandvillard,FR,2,,0,9026,2134,19960903
846,10,1610,0,Oron-la-Ville,Oron-la-Ville,VD,2,,0,8365,5805,19880529
856,20,1675,0,Vauderens,Vauderens,FR,2,,0,862,2102,20040201
857,10,1670,0,Ursy,Ursy,FR,2,,0,862,2102,19890601
858,20,1674,0,Vuarmarens,Vuarmarens,FR,2,,0,862,2102,20010801
859,20,1673,5,Rue,Rue,FR,2,,0,862,2097,20020101
860,20,1673,0,Promasens,Promasens,FR,2,,0,862,2097,20101101
862,10,1678,0,Siviriez,Siviriez,FR,2,,0,862,2099,19960904
863,20,1679,0,Villaraboud,Villaraboud,FR,2,,0,862,2099,20000301
864,20,1676,0,Chavannes-Forts,Chavannes-les-Forts,FR,2,,0,862,2099,20060101
865,20,1677,0,Prez-vers-Siviriez,Prez-vers-Siviriez,FR,2,,0,862,2099,20031201
867,10,1680,0,Romont FR,Romont FR,FR,2,,1,7663,2096,19960904
879,20,1681,0,Billens,Billens,FR,2,,0,7663,2063,20010907
880,10,1682,0,Prévonloup,Prévonloup,VD,2,,0,7663,5683,19960904
881,20,1683,0,Brenles,Brenles,VD,2,,0,862,5662,20100101
882,20,1683,2,Chesalles-Moudon,Chesalles-sur-Moudon,VD,2,,0,862,5666,19881201
883,20,1694,3,Orsonnens,Orsonnens,FR,2,,0,1007,2114,20030401
884,10,1694,0,Villarsiviriaux,Villarsiviriaux,FR,2,,0,1007,2114,19960905
885,20,1695,0,Villarlod,Villarlod,FR,2,,0,983,2223,20090401
886,20,1696,0,Vuisternens-Ogoz,Vuisternens-en-Ogoz,FR,2,,0,983,2231,20020501
887,10,1684,0,Mézières FR,Mézières FR,FR,2,,0,7663,2087,19960904
888,20,1685,0,Villariaz,Villariaz,FR,2,,0,7663,2113,20020701
889,20,1687,3,Estévenens,Estévenens,FR,2,,0,7663,2113,20010701
890,20,1686,0,Grangettes-Romont,Grangettes-près-Romont,FR,2,,0,7663,2079,20020701
891,20,1689,0,Châtelard-p-Romont,Le Châtelard-près-Romont,FR,2,,0,7663,2067,20090501
892,20,1688,0,Sommentier,Sommentier,FR,2,,0,7663,2113,20030501
893,20,1626,0,Romanens,Romanens,FR,2,,0,7403,2152,20010601
894,10,1692,0,Massonnens,Massonnens,FR,2,,0,7663,2086,19960905
896,10,1687,0,Vuisternens-Romont,Vuisternens-devant-Romont,FR,2,,0,7663,2113,19960904
898,10,1625,0,Sâles (Gruyère),Sâles (Gruyère),FR,2,,0,7403,2152,19960903
906,20,1612,0,Ecoteaux,Ecoteaux,VD,2,,0,8365,5805,20010801
907,20,1613,0,Maracon,Maracon,VD,2,,0,8365,5790,20020601
909,20,1608,0,Oron-le-Châtel,Oron-le-Châtel,VD,2,,0,8365,5805,20120601
910,10,1609,0,St-Martin FR,St-Martin FR,FR,2,,0,798,2335,19890601
911,20,1611,0,Le Crêt-p-Semsales,Le Crêt-près-Semsales,FR,2,,0,798,2338,20010906
912,20,1697,0,La Joux FR,La Joux FR,FR,2,,0,7663,2113,20020601
913,20,1699,3,Bouloz,Bouloz,FR,2,,0,862,2337,20040101
914,20,1699,0,Porsel,Porsel,FR,2,,0,862,2337,20111201
915,20,1699,2,Pont (Veveyse),Pont (Veveyse),FR,2,,0,862,2337,19940905
916,20,1700,0,Fribourg,Fribourg,FR,2,1,1,926,2196,20030301
917,80,1700,1,Fribourg 1,Fribourg 1,FR,2,,0,926,2196,20080101
918,30,1702,0,Fribourg,Fribourg,FR,2,,0,918,2196,19960905
920,80,1704,0,Fribourg,Fribourg,FR,2,,0,926,2196,20121201
921,30,1705,0,Fribourg,Fribourg,FR,2,,0,921,2196,19960905
923,30,1707,0,Fribourg,Fribourg,FR,2,,0,923,2196,19960905
924,40,1708,0,Fribourg,Fribourg,FR,2,,0,926,2196,20100801
925,10,1763,0,Granges-Paccot,Granges-Paccot,FR,2,,1,926,2198,19991126
926,80,1700,60,Fribourg 1 Dist,Fribourg 1 Distribution,FR,2,,0,926,2196,19980319
928,30,1701,0,Fribourg,Fribourg,FR,2,,0,928,2196,19960905
939,10,1720,0,Corminboeuf,Corminboeuf,FR,2,,0,939,2183,19960905
940,30,1721,0,Misery-Courtion,Misery-Courtion,FR,2,,0,940,2272,20050301
941,10,1735,0,Giffers,Giffers,FR,1,,0,956,2294,19960905
942,10,1736,0,St. Silvester,St. Silvester,FR,1,,0,956,2303,19960905
943,10,1737,0,Plasselb,Plasselb,FR,1,,0,962,2300,19960905
944,20,1738,0,Sangernboden,Sangernboden,BE,1,,0,962,852,20020801
945,10,1716,3,Schwarzsee,Schwarzsee,FR,1,,0,962,2299,20011101
946,20,1724,8,Bonnefontaine,Bonnefontaine,FR,2,1,0,926,2220,20030901
947,20,1727,0,Corpataux-Magneden,Corpataux-Magnedens,FR,2,,0,948,2184,20110601
948,10,1728,0,Rossens FR,Rossens FR,FR,2,,0,948,2222,19960905
949,10,1719,0,Brünisried,Brünisried,FR,1,,0,962,2292,19960905
950,10,1731,0,Ependes FR,Ependes FR,FR,2,,0,926,2189,19960905
951,20,1732,0,Arconciel,Arconciel,FR,2,,0,926,2171,20021101
952,10,1733,0,Treyvaux,Treyvaux,FR,2,,0,952,2226,19960905
955,20,1720,2,Chésopelloz,Chésopelloz,FR,2,,0,939,2179,19960905
956,10,1712,0,Tafers,Tafers,FR,1,,1,956,2306,19960905
957,10,1713,0,St. Antoni,St. Antoni,FR,1,,0,956,2302,19960905
958,10,1714,0,Heitenried,Heitenried,FR,1,,0,956,2296,19960905
960,10,1715,0,Alterswil FR,Alterswil FR,FR,1,,0,956,2291,19960905
962,10,1716,0,Plaffeien,Plaffeien,FR,1,,1,962,2299,19960905
963,10,1717,0,St. Ursen,St. Ursen,FR,1,,0,956,2304,19960905
964,10,1718,0,Rechthalten,Rechthalten,FR,1,,0,956,2301,19960905
966,20,1722,0,Bourguillon,Bourguillon,FR,2,1,1,926,2196,20040901
968,20,1723,0,Marly,Marly,FR,2,,1,926,2206,19960905
975,10,1724,0,Le Mouret,Le Mouret,FR,2,,1,926,2220,20110301
978,10,1725,0,Posieux,Posieux,FR,2,,0,926,2233,19960905
983,10,1726,0,Farvagny,Farvagny,FR,2,,0,983,2192,19960905
986,10,1746,0,Prez-vers-Noréaz,Prez-vers-Noréaz,FR,2,,0,986,2221,19960905
987,20,1747,0,Corserey,Corserey,FR,2,,0,986,2185,20031201
988,20,1748,0,Torny-le-Grand,Torny-le-Grand,FR,2,,0,986,2115,20040801
989,20,1749,0,Middes,Middes,FR,2,,0,986,2115,20040801
990,10,1740,0,Neyruz FR,Neyruz FR,FR,2,,0,986,2211,19960905
991,10,1741,0,Cottens FR,Cottens FR,FR,2,,0,986,2186,19960905
992,10,1744,0,Chénens,Chénens,FR,2,,0,986,2177,19960905
993,10,1745,0,Lentigny,Lentigny,FR,2,,0,986,2234,20100401
994,20,1742,0,Autigny,Autigny,FR,2,,0,986,2173,20010103
995,20,1695,3,Estavayer-Gibloux,Estavayer-le-Gibloux,FR,2,,0,983,2223,20010103
996,20,1691,0,Villarimboud,Villarimboud,FR,2,,0,1007,2116,20030401
997,20,1752,0,Villars-sur-Glâne,Villars-sur-Glâne,FR,2,,1,926,2228,19960905
998,30,1752,1,Villars-Glâne 1,Villars-sur-Glâne 1,FR,2,,0,998,2228,19960905
999,30,1752,2,Villars-Glâne 2,Villars-sur-Glâne 2,FR,2,,0,999,2228,19960905
1000,10,1753,0,Matran,Matran,FR,2,,0,926,2208,19960905
1003,20,1754,0,Rosé,Rosé,FR,2,,0,986,2174,20010903
1004,20,1756,0,Onnens FR,Onnens FR,FR,2,,0,986,2234,20091101
1005,10,1757,0,Noréaz,Noréaz,FR,2,,0,986,2213,19960905
1007,10,1690,0,Villaz-St-Pierre,Villaz-St-Pierre,FR,2,,0,1007,2111,19970225
1009,10,1762,0,Givisiez,Givisiez,FR,2,,1,926,2197,19960905
1011,10,1772,0,Grolley,Grolley,FR,2,,0,1011,2200,19960905
1014,20,1773,0,Léchelles,Léchelles,FR,2,,0,1011,2024,20090401
1015,10,1774,0,Cousset,Cousset,FR,2,,0,1015,2029,19960905
1017,20,1776,0,Montagny-la-Ville,Montagny-la-Ville,FR,2,,0,1015,2029,20020601
1020,20,1795,0,Courlevon,Courlevon,FR,1,,0,7220,2251,20030601
1021,20,1796,0,Courgevaux,Courgevaux,FR,2,,0,7220,2250,20110301
1022,20,1797,0,Münchenwiler,Münchenwiler,BE,1,,0,7220,669,20030601
1023,20,1794,0,Salvenach,Salvenach,FR,1,,0,1885,2277,20030101
1024,20,1793,0,Jeuss,Jeuss,FR,1,,0,1885,2264,20041001
1025,20,1792,0,Cordast,Cordast,FR,1,,0,1885,2262,20100201
1026,20,1791,0,Courtaman,Courtaman,FR,2,1,0,1037,2254,20050601
1027,20,1788,0,Praz (Vully),Praz (Vully),FR,2,,0,1039,2280,19960905
1028,10,1789,0,Lugnorre,Lugnorre,FR,2,,0,1039,2281,19960905
1031,10,1782,0,Belfaux,Belfaux,FR,2,,1,939,2175,19960905
1034,20,1783,0,Pensier,Pensier,FR,2,1,0,1037,2243,20090401
1037,10,1784,0,Courtepin,Courtepin,FR,2,,1,1037,2254,20110301
1038,10,1785,0,Cressier FR,Cressier FR,FR,2,,0,1037,2257,19960905
1039,10,1786,0,Sugiez,Sugiez,FR,2,,1,1039,2280,20081101
1042,20,1787,0,Môtier (Vully),Môtier (Vully),FR,2,,0,1039,2281,20011101
1043,20,1800,0,Vevey,Vevey,VD,2,,1,1046,5890,19860521
1044,30,1800,1,Vevey 1,Vevey 1,VD,2,,0,1044,5890,19930909
1046,80,1800,60,Vevey 1 Dist,Vevey 1 Distribution,VD,2,,0,1046,5890,19990408
1050,10,1801,0,Le Mont-Pèlerin,Le Mont-Pèlerin,VD,2,,1,8039,5882,20020601
1051,20,1808,0,Monts-de-Corsier,Les Monts-de-Corsier,VD,2,,1,8039,5884,20020601
1052,20,1809,0,Fenil-sur-Corsier,Fenil-sur-Corsier,VD,2,,0,1046,5884,20020501
1053,10,1802,0,Corseaux,Corseaux,VD,2,,1,1046,5883,19960610
1054,10,1803,0,Chardonne,Chardonne,VD,2,,1,8039,5882,20040201
1055,10,1804,0,Corsier-sur-Vevey,Corsier-sur-Vevey,VD,2,,1,1046,5884,19960610
1056,10,1805,0,Jongny,Jongny,VD,2,,1,8039,5885,20020601
1057,10,1806,0,St-Légier-Chiésaz,St-Légier-La Chiésaz,VD,2,,1,7856,5888,19930319
1058,10,1807,0,Blonay,Blonay,VD,2,,1,7856,5881,19880301
1060,20,1071,1,Rivaz,Rivaz,VD,2,,1,8356,5609,20020401
1061,20,1071,2,St-Saphorin-Lavaux,St-Saphorin (Lavaux),VD,2,,1,8356,5610,20020401
1062,10,1814,0,La Tour-de-Peilz,La Tour-de-Peilz,VD,2,,1,1046,5889,19860521
1063,10,1815,0,Clarens,Clarens,VD,2,,1,1071,5886,19950905
1064,10,1816,0,Chailly-Montreux,Chailly-Montreux,VD,2,,0,8175,5886,19860521
1065,20,1817,0,Brent,Brent,VD,2,,1,8175,5886,20030501
1066,20,1820,0,Montreux,Montreux,VD,2,,1,1071,5886,19970225
1067,30,1820,1,Montreux 1,Montreux 1,VD,2,,0,1067,5886,19930909
1068,30,1820,2,Montreux 2,Montreux 2,VD,2,,0,1068,5886,19860521
1070,30,1820,4,Territet-Veytaux,Territet-Veytaux,VD,2,,0,1070,5891,20030601
1071,80,1820,60,Montreux 1 Dist,Montreux 1 Distribution,VD,2,,0,1071,5886,19990408
1072,10,1822,0,Chernex,Chernex,VD,2,,1,8175,5886,20030501
1073,10,1823,0,Glion,Glion,VD,2,,0,1071,5886,19860521
1074,10,1824,0,Caux,Caux,VD,2,,0,1071,5886,19860521
1076,20,1832,2,Villard-sur-Chamby,Villard-sur-Chamby,VD,2,,0,8175,5886,19980818
1077,20,1669,3,Sciernes-d'Albeuve,Les Sciernes-d'Albeuve,FR,2,,0,841,2121,19970919
1078,20,1658,2,La Tine,La Tine,VD,2,,0,1088,5842,20020301
1079,20,1660,2,Les Moulins,Les Moulins,VD,2,,1,1088,5841,20020901
1080,20,1659,2,Flendruz,Flendruz,VD,2,,0,1088,5843,20030717
1081,20,1660,3,L'Etivaz,L'Etivaz,VD,2,,0,1088,5841,20051101
1083,10,1832,0,Chamby,Chamby,VD,2,,0,8175,5886,19860521
